Mes,r_Optimista,hipoteca_var_Optimista,r_Base,hipoteca_var_Base,r_Pesimista,hipoteca_var_Pesimista
50,0.011140346544972295,0.0611403465449723,0.08364031509511505,0.13364031509511504,0.09684918683951292,0.14684918683951292
51,0.015548177526054498,0.0655481775260545,0.07557145190483319,0.1255714519048332,0.10325597878161315,0.15325597878161315
52,0.012662293578687225,0.06266229357868723,0.07730430199447119,0.12730430199447118,0.09092304548068599,0.140923045480686
53,0.01,0.060000000000000005,0.07726003418192795,0.12726003418192794,0.07592304548068599,0.125923045480686
54,0.017346817392002428,0.06734681739200243,0.07017308788663862,0.12017308788663862,0.08865946348605719,0.13865946348605718
55,0.02871603929206542,0.07871603929206542,0.08517308788663862,0.13517308788663862,0.0914728068591388,0.14147280685913882
56,0.03874613095997715,0.08874613095997716,0.09084375589142357,0.14084375589142356,0.0832840858501802,0.1332840858501802
57,0.03059522570550609,0.08059522570550609,0.07584375589142357,0.12584375589142358,0.0982840858501802,0.14828408585018021
58,0.028037030941492402,0.0780370309414924,0.07726551169900507,0.12726551169900507,0.09862786701804599,0.14862786701804598
59,0.032024580586668926,0.08202458058666892,0.07007548888679936,0.12007548888679936,0.10970806963014479,0.15970806963014478
60,0.04240541038352871,0.09240541038352872,0.07839429122887356,0.12839429122887358,0.10923209933407009,0.1592320993340701
61,0.03778552018119,0.08778552018119,0.06985045498876301,0.11985045498876301,0.12423209933407009,0.17423209933407008
62,0.03626594628987126,0.08626594628987126,0.0684038955326722,0.11840389553267221,0.1392320993340701,0.1892320993340701
63,0.025488523942931815,0.07548852394293182,0.07326098638846158,0.12326098638846159,0.13469738820265795,0.18469738820265796
64,0.014117413207256999,0.064117413207257,0.08162147752091076,0.13162147752091075,0.14262677417297764,0.19262677417297763
65,0.023373448695327884,0.07337344869532789,0.06886350065310015,0.11886350065310015,0.1470291328784753,0.1970291328784753
66,0.037853003489383585,0.08785300348938359,0.0652253052593033,0.1152253052593033,0.158610596304034,0.208610596304034
67,0.03747972728373119,0.08747972728373118,0.06027422896571387,0.11027422896571387,0.14627689123351678,0.19627689123351677
68,0.047984226707547956,0.09798422670754796,0.053665233975702574,0.10366523397570257,0.15098375848692983,0.20098375848692984
69,0.05169685658241804,0.10169685658241803,0.06866523397570257,0.11866523397570257,0.15931566128971897,0.20931566128971896
70,0.04512931381243327,0.09512931381243328,0.07250428323194777,0.12250428323194777,0.14431566128971896,0.19431566128971894
71,0.048922782870078,0.098922782870078,0.05940007038810214,0.10940007038810215,0.13019291530462004,0.18019291530462006
72,0.063922782870078,0.113922782870078,0.06869130557380813,0.11869130557380814,0.11519291530462004,0.16519291530462005
73,0.0631547286698618,0.1131547286698618,0.08369130557380813,0.13369130557380815,0.1111528017114437,0.1611528017114437
74,0.0781547286698618,0.1281547286698618,0.09343195584313121,0.14343195584313123,0.11720229291595437,0.16720229291595437
75,0.0631547286698618,0.1131547286698618,0.07843195584313122,0.12843195584313122,0.1310048187203874,0.18100481872038743
76,0.0710752476462591,0.1210752476462591,0.0730018353654378,0.12300183536543781,0.12997413773257527,0.17997413773257526
77,0.07134004426813403,0.12134004426813404,0.08542301629516831,0.1354230162951683,0.1446798204624434,0.19467982046244342
78,0.06769656676039341,0.11769656676039342,0.07753148141496097,0.12753148141496096,0.12967982046244342,0.1796798204624434
79,0.06810753380464048,0.11810753380464048,0.08150433370081463,0.13150433370081463,0.11467982046244342,0.16467982046244342
80,0.05310753380464048,0.10310753380464048,0.08870373960511457,0.13870373960511456,0.11281542565134935,0.16281542565134935
81,0.05079741398941846,0.10079741398941847,0.07850118494746612,0.12850118494746612,0.115447097483987,0.165447097483987
82,0.05438228926902662,0.10438228926902662,0.07736014489711197,0.12736014489711198,0.11379122151247284,0.16379122151247283
83,0.06918656667857205,0.11918656667857205,0.062360144897111974,0.11236014489711198,0.09879122151247284,0.14879122151247284
84,0.06339054810819837,0.11339054810819837,0.051941273929232507,0.10194127392923251,0.09705104167264166,0.14705104167264166
85,0.05483127046784432,0.10483127046784432,0.04962446502787413,0.09962446502787414,0.08308217615503227,0.13308217615503226
86,0.04962079103935904,0.09962079103935904,0.03731994556793483,0.08731994556793483,0.08946673614472253,0.13946673614472255
87,0.05888073533447187,0.10888073533447187,0.05231994556793483,0.10231994556793483,0.09260292927169951,0.1426029292716995
88,0.061943293366238564,0.11194329336623857,0.03809432823850284,0.08809432823850284,0.08244747983420685,0.13244747983420685
89,0.056242446375333384,0.1062424463753334,0.034287197115006336,0.08428719711500635,0.07689250728563277,0.12689250728563278
90,0.061246239109519124,0.11124623910951913,0.03635810824689596,0.08635810824689596,0.06598957461327729,0.11598957461327729
91,0.061899059414004455,0.11189905941400446,0.05135810824689596,0.10135810824689596,0.06547325896426687,0.11547325896426687
92,0.07133883382001288,0.12133883382001288,0.03710274393173188,0.08710274393173188,0.0752556932386188,0.1252556932386188
93,0.06362316666905794,0.11362316666905795,0.049522756411876284,0.09952275641187629,0.06514299121734235,0.11514299121734235
94,0.05991524730840132,0.10991524730840133,0.049931733742546676,0.09993173374254669,0.0703773533233238,0.1203773533233238
95,0.0556643370093994,0.1056643370093994,0.040308591540235646,0.09030859154023566,0.06500882055735123,0.11500882055735123
96,0.040712314067783986,0.09071231406778399,0.045551846679017585,0.09555184667901759,0.05714350311948189,0.1071435031194819
97,0.04397509453679906,0.09397509453679906,0.04798447660530216,0.09798447660530216,0.056437089153700534,0.10643708915370054
98,0.04678842675030495,0.09678842675030495,0.04227056029798458,0.09227056029798458,0.046372968966691186,0.09637296896669119
99,0.04693376210921214,0.09693376210921215,0.04349292337574226,0.09349292337574226,0.04146822313428291,0.0914682231342829
100,0.04465301251714859,0.09465301251714858,0.04008131387204831,0.09008131387204832,0.03019748529403971,0.08019748529403971
101,0.030508584437528026,0.08050858443752804,0.04180921277295398,0.09180921277295398,0.045197485294039705,0.09519748529403971
102,0.026827039477291224,0.07682703947729122,0.04902970055594459,0.0990297005559446,0.04627718184437409,0.09627718184437409
103,0.024040256921028246,0.07404025692102825,0.06402970055594459,0.1140297005559446,0.03989932994194176,0.08989932994194176
104,0.01669150364054308,0.06669150364054308,0.051405738172604354,0.10140573817260436,0.04293923993558102,0.09293923993558102
105,0.01603343034270805,0.06603343034270806,0.06640573817260435,0.11640573817260436,0.042593591083912016,0.09259359108391202
106,0.021106502199305422,0.07110650219930542,0.051405738172604354,0.10140573817260436,0.041160349666266395,0.0911603496662664
107,0.03610650219930542,0.08610650219930542,0.050122823746709136,0.10012282374670914,0.0482068190522877,0.0982068190522877
108,0.038275598795069816,0.08827559879506983,0.05635504726092006,0.10635504726092007,0.056496030902003974,0.10649603090200398
109,0.0412197542766197,0.0912197542766197,0.059300396165822604,0.1093003961658226,0.051529909510741184,0.10152990951074119
110,0.04072367081050082,0.09072367081050083,0.05302927590828104,0.10302927590828104,0.04625076619913577,0.09625076619913578
111,0.025723670810500823,0.07572367081050083,0.05112979854209735,0.10112979854209736,0.04416443168564192,0.09416443168564193
112,0.02616384403212357,0.07616384403212358,0.04640741386040592,0.09640741386040592,0.029164431685641923,0.07916443168564193
113,0.027467608986502287,0.07746760898650229,0.04084914102070658,0.09084914102070658,0.015046539661214841,0.06504653966121485
114,0.04246760898650229,0.09246760898650229,0.04999177273077126,0.09999177273077126,0.03004653966121484,0.08004653966121485
115,0.040743759765431715,0.09074375976543173,0.05389083163067584,0.10389083163067583,0.04504653966121484,0.09504653966121485
116,0.044060456126160184,0.09406045612616018,0.047068113734527725,0.09706811373452773,0.04325818099276969,0.0932581809927697
117,0.04388297795477153,0.09388297795477153,0.05653451777987997,0.10653451777987998,0.04986346877572341,0.09986346877572341
118,0.03225350095448365,0.08225350095448365,0.05974043491388266,0.10974043491388266,0.05359554057870772,0.10359554057870772
119,0.04431776571957967,0.09431776571957967,0.0679608634169279,0.11796086341692791,0.06859554057870772,0.11859554057870772
120,0.05208075048235851,0.10208075048235851,0.07409020824131513,0.12409020824131513,0.07994827431715273,0.12994827431715272
121,0.06001235580897375,0.11001235580897376,0.06530338521180425,0.11530338521180425,0.07836568433841437,0.1283656843384144
122,0.05053221465763565,0.10053221465763565,0.05948884134195533,0.10948884134195533,0.06846725842633827,0.11846725842633828
123,0.06469000600826236,0.11469000600826236,0.06705412800757632,0.11705412800757632,0.053467258426338274,0.10346725842633828
124,0.05009776345151752,0.10009776345151752,0.07301533775578904,0.12301533775578904,0.05600518462532263,0.10600518462532263
125,0.056024298786439906,0.1060242987864399,0.07242454177213223,0.12242454177213223,0.048771478878563215,0.09877147887856322
126,0.0710242987864399,0.1210242987864399,0.07324759173966956,0.12324759173966957,0.03502071924132563,0.08502071924132563
127,0.06040307782760005,0.11040307782760006,0.08577025664882022,0.13577025664882023,0.02950821526001126,0.07950821526001126
128,0.05437799215831145,0.10437799215831145,0.07904160590291781,0.1290416059029178,0.019761665105266148,0.06976166510526616
129,0.055257141213383806,0.10525714121338381,0.08401389508584993,0.13401389508584993,0.03476166510526615,0.08476166510526614
130,0.05001687635039126,0.10001687635039126,0.08127061012207236,0.13127061012207236,0.044697211515582445,0.09469721151558244
131,0.03501687635039126,0.08501687635039126,0.07845084705443199,0.128450847054432,0.04535465689736435,0.09535465689736436
132,0.03614661903281712,0.08614661903281712,0.08901433179597507,0.13901433179597505,0.06035465689736435,0.11035465689736434
133,0.025817552613777436,0.07581755261377744,0.09650778159935655,0.14650778159935657,0.061417680136348775,0.11141768013634878
134,0.03130787654885994,0.08130787654885994,0.1036623714310418,0.1536623714310418,0.05296590115303981,0.10296590115303982
135,0.022563541473000367,0.07256354147300037,0.11557896006044473,0.16557896006044473,0.06796590115303981,0.11796590115303981
136,0.03756354147300037,0.08756354147300037,0.11417012209704383,0.16417012209704385,0.07347017656490694,0.12347017656490694
137,0.030012570277826413,0.08001257027782642,0.11948036050470344,0.16948036050470344,0.06288901201947886,0.11288901201947886
138,0.027341546674209575,0.07734154667420957,0.11461069623645267,0.1646106962364527,0.06117330431257394,0.11117330431257394
139,0.03622189495722368,0.08622189495722368,0.11629314105313934,0.16629314105313936,0.052583827003224004,0.102583827003224
140,0.024187559076796303,0.0741875590767963,0.11333634054165678,0.1633363405416568,0.03912050226974694,0.08912050226974694
141,0.027238592890343513,0.07723859289034352,0.1127607085895884,0.1627607085895884,0.049378909273612985,0.09937890927361298
142,0.04110935363282416,0.09110935363282416,0.11723510079386547,0.16723510079386547,0.06437890927361298,0.11437890927361298
143,0.026109353632824163,0.07610935363282417,0.10729874488225384,0.15729874488225384,0.05041224886170624,0.10041224886170624
144,0.028671636290556832,0.07867163629055683,0.12229874488225384,0.17229874488225383,0.056671590976010114,0.10667159097601012
145,0.03191947308671448,0.08191947308671449,0.11031727105120126,0.16031727105120125,0.050486484646707276,0.10048648464670729
146,0.040346070584238614,0.09034607058423862,0.09658197183617498,0.146581971836175,0.04613389434421282,0.09613389434421282
147,0.02812995157228586,0.07812995157228586,0.10721612108753707,0.15721612108753708,0.04084466023905844,0.09084466023905843
148,0.015426423316955857,0.06542642331695586,0.1138376509381544,0.1638376509381544,0.03296558150500934,0.08296558150500935
149,0.02170832361322263,0.07170832361322263,0.11857326164580363,0.16857326164580363,0.0345359966061672,0.0845359966061672
150,0.0255341206759735,0.07553412067597351,0.12321344520386296,0.17321344520386295,0.027174751087442044,0.07717475108744204
151,0.02877859582802647,0.07877859582802647,0.12124598286075255,0.17124598286075254,0.03115641646783448,0.08115641646783447
152,0.03289793787244253,0.08289793787244254,0.11039411576807462,0.1603941157680746,0.031781767065610325,0.08178176706561033
153,0.026526030036798137,0.07652603003679814,0.10969018857788737,0.15969018857788736,0.03048222294053519,0.0804822229405352
154,0.029557292849141537,0.07955729284914154,0.10139910022356988,0.1513991002235699,0.022465137591173565,0.07246513759117357
155,0.03311463422301851,0.08311463422301851,0.11004387517721405,0.16004387517721405,0.01802408712621917,0.06802408712621917
156,0.02638958184704397,0.07638958184704397,0.1070984488222718,0.1570984488222718,0.027172244484249125,0.07717224448424913
157,0.04138958184704397,0.09138958184704397,0.09738422606124537,0.14738422606124538,0.03348246913299984,0.08348246913299984
158,0.046428151420860084,0.09642815142086009,0.09304668926276413,0.14304668926276415,0.0246707075679743,0.07467070756797431
159,0.034495840928813054,0.08449584092881306,0.09625493400255085,0.14625493400255085,0.02699642876295387,0.07699642876295387
160,0.04158162011532717,0.09158162011532717,0.08950183428704836,0.13950183428704838,0.03584243685472667,0.08584243685472667
161,0.03197933351339788,0.08197933351339788,0.08033395370285688,0.1303339537028569,0.02084243685472667,0.07084243685472667
162,0.04045734767322378,0.09045734767322378,0.0822030054033664,0.1322030054033664,0.027766109296536418,0.07776610929653642
163,0.052441695747636866,0.10244169574763687,0.08403046927177964,0.13403046927177964,0.02230302601074131,0.07230302601074132
164,0.04407860936682241,0.09407860936682241,0.07820761445630967,0.12820761445630968,0.029459305413045984,0.079459305413046
165,0.05398491227574963,0.10398491227574963,0.07291736241508844,0.12291736241508844,0.022930054447401604,0.07293005444740161
166,0.05803927130516172,0.10803927130516172,0.0748851526527952,0.1248851526527952,0.01,0.060000000000000005
167,0.06611058401536167,0.11611058401536167,0.059885152652795204,0.1098851526527952,0.01,0.060000000000000005
168,0.08111058401536167,0.1311105840153617,0.04566800955939704,0.09566800955939704,0.012235832495731059,0.06223583249573106
169,0.07772388132205192,0.12772388132205192,0.03882713156783602,0.08882713156783603,0.01654476069956683,0.06654476069956683
170,0.06929979701250473,0.11929979701250473,0.037288082580048745,0.08728808258004875,0.01,0.060000000000000005
171,0.05974956184694051,0.10974956184694051,0.04109180842189156,0.09109180842189156,0.018202101739607682,0.06820210173960768
172,0.05122255459283667,0.10122255459283667,0.056091808421891556,0.10609180842189156,0.01,0.060000000000000005
173,0.05040788962855437,0.10040788962855438,0.06487127259367301,0.11487127259367301,0.01108235418310207,0.061082354183102074
174,0.05384286607638336,0.10384286607638336,0.06311323412644777,0.11311323412644778,0.01,0.060000000000000005
175,0.05652636386330973,0.10652636386330974,0.06283029874127367,0.11283029874127368,0.01,0.060000000000000005
176,0.0646935648352149,0.11469356483521491,0.05261856288679735,0.10261856288679735,0.01222889862376584,0.06222889862376584
177,0.0643963688285956,0.11439636882859561,0.052646804931745964,0.10264680493174597,0.01,0.060000000000000005
178,0.07866244482541532,0.12866244482541533,0.04994477312075878,0.09994477312075878,0.01,0.060000000000000005
179,0.07515246220786656,0.12515246220786658,0.0534986794058678,0.1034986794058678,0.021917209924961985,0.07191720992496199
180,0.09015246220786656,0.14015246220786656,0.045330266117546356,0.09533026611754636,0.017490922802640238,0.06749092280264024
